,text,label_num
524,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
525,Your submission for the scholarship program has been received. We’ll notify you of the results via email.,0
526,all good,0
527,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
528,Limited offer: Redeem your exclusive vacation package now!,2
529,hi,0
530,noted,0
531,Your OTP is 778899 — do not share it with anyone.,2
532,"Sharing access to a useful network, thought you might benefit.",2
533,The report on user analytics is ready. Check the shared drive for access and review before our next sync-up.,0
534,"Improve your sleep naturally. Our wellness products are backed by science and used by over 100,000 satisfied customers.",1
535,Click to verify and win a PlayStation 5 today.,2
536,Your sexual addiction recovery session is confirmed for tomorrow at 10 AM. Contact us for schedule changes.,0
537,Thanks for your feedback on the recent wellness session. We’ll incorporate your suggestions in future events.,0
538,sure,0
539,Get 15% off your next order — limited time!,1
540,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
541,Your sexual addiction recovery session is confirmed for tomorrow at 10 AM. Please bring your ID.,0
542,Limited offer: Redeem your exclusive vacation package now!,2
543,Congratulations! You've been selected for a $1000 gift card.,2
544,The orientation on sex-positive education will take place this weekend.,0
545,Your sexual addiction recovery session is confirmed for tomorrow at 10 AM. Contact us for schedule changes.,0
546,Upgrade your workspace with premium chairs today.,1
547,Thank you for registering for the seminar on digital safety and sexual health. Contact us for schedule changes.,0
548,u there?,0
549,hi,0
550,Transform your workflow with our integrated project management tools. Thousands of teams already switched.,1
551,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
552,You won an iPhone 14! Click here to claim now!,2
553,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
554,Get 15% off your next order — limited time!,1
555,You may find this opportunity relevant to your interests.,2
556,I’m your cousin,0
557,"Sharing access to a useful network, thought you might benefit.",2
558,see you,0
559,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
560,msg me,0
561,"Hi team, the deployment has been successfully completed. All systems are live and functioning as expected.",0
562,u there?,0
563,The report on user analytics is ready. Check the shared drive for access and review before our next sync-up.,0
564,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
565,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
566,Click to verify and win a PlayStation 5 today.,2
567,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
568,"Hi team, the deployment has been successfully completed. All systems are live and functioning as expected.",0
569,Upgrade your workspace with premium chairs today.,1
570,The orientation on sex-positive education will take place this weekend. It’s free for all students.,0
571,hi,0
572,reach soon,0
573,Please find the attached pamphlet for our mental health and substance abuse support group. Please bring your ID.,0
574,Please find the attached pamphlet for our mental health and substance abuse support group. Please bring your ID.,0
575,send it,0
576,Buy 1 get 1 on all summer essentials — shop now!,1
577,This initiative could help streamline your work — just take a look.,2
578,The orientation on sex-positive education will take place this weekend. Please bring your ID.,0
579,reach soon,0
580,"Hi team, the deployment has been successfully completed. All systems are live and functioning as expected.",0
581,Upgrade your workspace with premium chairs today.,1
582,This initiative could help streamline your work — just take a look.,2
583,Click to verify and win a PlayStation 5 today.,2
584,This initiative could help streamline your work — just take a look.,2
585,Please find the attached pamphlet for our mental health and substance abuse support group.,0
586,You may find this opportunity relevant to your interests.,2
587,let's meet,0
588,"Sharing access to a useful network, thought you might benefit.",2
589,"Sharing access to a useful network, thought you might benefit.",2
